Kunden-ID,Region,Typ,,,Hilfszahl-Region,Hilfszahl-Typ,
400,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
401,Europa,Geschäftskunde,,,5,21,Geschäftskunde
402,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
403,Europa,Geschäftskunde,,,4,22,Geschäftskunde
404,Europa,Privatkunde,,,3,23,Privatkunde
405,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
406,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
407,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
408,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
409,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
410,Europa,Geschäftskunde,,,4,22,Geschäftskunde
411,Asien,Geschäftskunde,,,12,23,Privatkunde
412,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
413,Asien,Geschäftskunde,,,13,21,Geschäftskunde
414,Asien,Geschäftskunde,,,13,21,Geschäftskunde
415,Europa,Geschäftskunde,,,3,21,Geschäftskunde
416,Europa,Geschäftskunde,,,6,22,Geschäftskunde
417,Europa,Geschäftskunde,,,1,21,Geschäftskunde
418,Europa,Privatkunde,,,4,23,Privatkunde
419,Asien,Geschäftskunde,,,13,23,Privatkunde
420,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
421,Afrika,Geschäftskunde,,,11,23,Privatkunde
422,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
423,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
424,Europa,Privatkunde,,,2,23,Privatkunde
425,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
426,Asien,Geschäftskunde,,,12,21,Geschäftskunde
427,Europa,Geschäftskunde,,,6,21,Geschäftskunde
428,Europa,Geschäftskunde,,,2,22,Geschäftskunde
429,Europa,Privatkunde,,,1,23,Privatkunde
430,Europa,Privatkunde,,,2,23,Privatkunde
431,Europa,Geschäftskunde,,,5,22,Geschäftskunde
432,Europa,Geschäftskunde,,,6,22,Geschäftskunde
433,Europa,Privatkunde,,,5,23,Privatkunde
434,Asien,Geschäftskunde,,,13,21,Geschäftskunde
435,Europa,Privatkunde,,,6,23,Privatkunde
436,Europa,Privatkunde,,,5,23,Privatkunde
437,Asien,Geschäftskunde,,,13,21,Geschäftskunde
438,Asien,Geschäftskunde,,,12,21,Geschäftskunde
439,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
440,Europa,Privatkunde,,,1,23,Privatkunde
441,Europa,Geschäftskunde,,,4,22,Geschäftskunde
442,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
443,Asien,Geschäftskunde,,,13,21,Geschäftskunde
444,Europa,Geschäftskunde,,,3,22,Geschäftskunde
445,Europa,Geschäftskunde,,,5,22,Geschäftskunde
446,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
447,Europa,Geschäftskunde,,,5,21,Geschäftskunde
448,Asien,Geschäftskunde,,,12,23,Privatkunde
449,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
450,Europa,Geschäftskunde,,,5,21,Geschäftskunde
451,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
452,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
453,Europa,Privatkunde,,,4,23,Privatkunde
454,Europa,Geschäftskunde,,,5,21,Geschäftskunde
455,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
456,Europa,Privatkunde,,,4,23,Privatkunde
457,Asien,Geschäftskunde,,,13,23,Privatkunde
458,Europa,Privatkunde,,,4,23,Privatkunde
459,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
460,Europa,Geschäftskunde,,,1,22,Geschäftskunde
461,Europa,Privatkunde,,,3,23,Privatkunde
462,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
463,Europa,Geschäftskunde,,,2,22,Geschäftskunde
464,Asien,Geschäftskunde,,,12,23,Privatkunde
465,Asien,Geschäftskunde,,,12,21,Geschäftskunde
466,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
467,Europa,Privatkunde,,,6,23,Privatkunde
468,Afrika,Geschäftskunde,,,11,23,Privatkunde
469,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
470,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
471,Europa,Privatkunde,,,3,23,Privatkunde
472,Europa,Privatkunde,,,5,23,Privatkunde
473,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
474,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
475,Europa,Geschäftskunde,,,4,22,Geschäftskunde
476,Asien,Geschäftskunde,,,12,21,Geschäftskunde
477,Asien,Geschäftskunde,,,13,22,Geschäftskunde
478,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
479,Europa,Geschäftskunde,,,3,22,Geschäftskunde
480,Europa,Geschäftskunde,,,5,22,Geschäftskunde
481,Asien,Geschäftskunde,,,13,21,Geschäftskunde
482,Europa,Geschäftskunde,,,2,22,Geschäftskunde
483,Asien,Geschäftskunde,,,13,23,Privatkunde
484,Europa,Geschäftskunde,,,6,21,Geschäftskunde
485,Europa,Geschäftskunde,,,1,21,Geschäftskunde
486,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
487,Europa,Geschäftskunde,,,6,21,Geschäftskunde
488,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
489,Europa,Privatkunde,,,4,23,Privatkunde
490,Europa,Privatkunde,,,1,23,Privatkunde
491,Europa,Privatkunde,,,4,23,Privatkunde
492,Europa,Geschäftskunde,,,4,21,Geschäftskunde
493,Europa,Geschäftskunde,,,3,21,Geschäftskunde
494,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
495,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
496,Europa,Geschäftskunde,,,6,22,Geschäftskunde
497,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
498,Europa,Geschäftskunde,,,2,22,Geschäftskunde
499,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
500,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
501,Europa,Geschäftskunde,,,5,22,Geschäftskunde
502,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
503,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
504,Europa,Privatkunde,,,5,23,Privatkunde
505,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
506,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
507,Afrika,Geschäftskunde,,,11,23,Privatkunde
508,Europa,Geschäftskunde,,,2,22,Geschäftskunde
509,Europa,Geschäftskunde,,,1,21,Geschäftskunde
510,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
511,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
512,Asien,Geschäftskunde,,,13,23,Privatkunde
513,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
514,Europa,Privatkunde,,,6,23,Privatkunde
515,Europa,Privatkunde,,,2,23,Privatkunde
516,Asien,Geschäftskunde,,,12,22,Geschäftskunde
517,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
518,Asien,Geschäftskunde,,,12,22,Geschäftskunde
519,Europa,Geschäftskunde,,,6,22,Geschäftskunde
520,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
521,Europa,Geschäftskunde,,,6,21,Geschäftskunde
522,Europa,Geschäftskunde,,,6,21,Geschäftskunde
523,Europa,Geschäftskunde,,,2,21,Geschäftskunde
524,Europa,Privatkunde,,,6,23,Privatkunde
525,Europa,Geschäftskunde,,,3,21,Geschäftskunde
526,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
527,Asien,Geschäftskunde,,,13,21,Geschäftskunde
528,Europa,Geschäftskunde,,,2,22,Geschäftskunde
529,Europa,Geschäftskunde,,,4,21,Geschäftskunde
530,Europa,Geschäftskunde,,,2,21,Geschäftskunde
531,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
532,Europa,Geschäftskunde,,,6,22,Geschäftskunde
533,Europa,Geschäftskunde,,,1,21,Geschäftskunde
534,Europa,Geschäftskunde,,,3,22,Geschäftskunde
535,Europa,Geschäftskunde,,,5,21,Geschäftskunde
536,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
537,Asien,Geschäftskunde,,,13,22,Geschäftskunde
538,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
539,Asien,Geschäftskunde,,,13,22,Geschäftskunde
540,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
541,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
542,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
543,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
544,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
545,Asien,Geschäftskunde,,,12,23,Privatkunde
546,Europa,Privatkunde,,,6,23,Privatkunde
547,Europa,Geschäftskunde,,,4,22,Geschäftskunde
548,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
549,Europa,Privatkunde,,,3,23,Privatkunde
550,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
551,Asien,Geschäftskunde,,,13,21,Geschäftskunde
552,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
553,Europa,Geschäftskunde,,,3,22,Geschäftskunde
554,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
555,Asien,Geschäftskunde,,,13,21,Geschäftskunde
556,Europa,Geschäftskunde,,,3,22,Geschäftskunde
557,Europa,Privatkunde,,,5,23,Privatkunde
558,Afrika,Geschäftskunde,,,11,23,Privatkunde
559,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
560,Europa,Privatkunde,,,3,23,Privatkunde
561,Europa,Privatkunde,,,5,23,Privatkunde
562,Europa,Geschäftskunde,,,6,21,Geschäftskunde
563,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
564,Europa,Privatkunde,,,1,23,Privatkunde
565,Europa,Geschäftskunde,,,5,22,Geschäftskunde
566,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
567,Europa,Geschäftskunde,,,2,21,Geschäftskunde
568,Asien,Geschäftskunde,,,13,21,Geschäftskunde
569,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
570,Europa,Geschäftskunde,,,3,22,Geschäftskunde
571,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
572,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
573,Europa,Geschäftskunde,,,5,21,Geschäftskunde
574,Europa,Geschäftskunde,,,3,21,Geschäftskunde
575,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
576,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
577,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
578,Europa,Geschäftskunde,,,2,21,Geschäftskunde
579,Europa,Geschäftskunde,,,2,21,Geschäftskunde
580,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
581,Europa,Geschäftskunde,,,2,21,Geschäftskunde
582,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
583,Europa,Geschäftskunde,,,4,21,Geschäftskunde
584,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
585,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
586,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
587,Europa,Geschäftskunde,,,2,22,Geschäftskunde
588,Europa,Privatkunde,,,4,23,Privatkunde
589,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
590,Europa,Geschäftskunde,,,5,22,Geschäftskunde
591,Asien,Geschäftskunde,,,13,21,Geschäftskunde
592,Europa,Geschäftskunde,,,4,22,Geschäftskunde
593,Europa,Geschäftskunde,,,5,22,Geschäftskunde
594,Europa,Geschäftskunde,,,6,21,Geschäftskunde
595,Europa,Geschäftskunde,,,6,22,Geschäftskunde
596,Europa,Geschäftskunde,,,5,22,Geschäftskunde
597,Asien,Geschäftskunde,,,13,21,Geschäftskunde
598,Europa,Geschäftskunde,,,4,22,Geschäftskunde
599,Europa,Geschäftskunde,,,1,21,Geschäftskunde
600,Europa,Privatkunde,,,4,23,Privatkunde
601,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
602,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
603,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
604,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
605,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
606,Asien,Geschäftskunde,,,12,23,Privatkunde
607,Europa,Geschäftskunde,,,3,21,Geschäftskunde
608,Europa,Privatkunde,,,1,23,Privatkunde
609,Europa,Geschäftskunde,,,1,22,Geschäftskunde
610,Europa,Geschäftskunde,,,3,22,Geschäftskunde
611,Europa,Geschäftskunde,,,1,22,Geschäftskunde
612,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
613,Asien,Geschäftskunde,,,13,21,Geschäftskunde
614,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
615,Europa,Geschäftskunde,,,6,21,Geschäftskunde
616,Europa,Privatkunde,,,2,23,Privatkunde
617,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
618,Asien,Geschäftskunde,,,13,22,Geschäftskunde
619,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
620,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
621,Europa,Privatkunde,,,5,23,Privatkunde
622,Asien,Geschäftskunde,,,12,22,Geschäftskunde
623,Europa,Privatkunde,,,4,23,Privatkunde
624,Europa,Privatkunde,,,2,23,Privatkunde
625,Europa,Privatkunde,,,1,23,Privatkunde
626,Europa,Geschäftskunde,,,3,22,Geschäftskunde
627,Europa,Geschäftskunde,,,2,21,Geschäftskunde
628,Europa,Privatkunde,,,1,23,Privatkunde
629,Europa,Geschäftskunde,,,2,21,Geschäftskunde
630,Asien,Geschäftskunde,,,12,23,Privatkunde
631,Europa,Privatkunde,,,4,23,Privatkunde
632,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
633,Europa,Privatkunde,,,6,23,Privatkunde
634,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
635,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
636,Europa,Geschäftskunde,,,1,22,Geschäftskunde
637,Europa,Geschäftskunde,,,3,22,Geschäftskunde
638,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
639,Asien,Geschäftskunde,,,13,23,Privatkunde
640,Europa,Geschäftskunde,,,2,22,Geschäftskunde
641,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
642,Europa,Geschäftskunde,,,6,21,Geschäftskunde
643,Europa,Privatkunde,,,6,23,Privatkunde
644,Asien,Geschäftskunde,,,12,23,Privatkunde
645,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
646,Asien,Geschäftskunde,,,13,22,Geschäftskunde
647,Europa,Privatkunde,,,5,23,Privatkunde
648,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
649,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
650,Europa,Privatkunde,,,1,23,Privatkunde
651,Afrika,Geschäftskunde,,,11,23,Privatkunde
652,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
653,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
654,Europa,Geschäftskunde,,,6,22,Geschäftskunde
655,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
656,Europa,Geschäftskunde,,,6,22,Geschäftskunde
657,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
658,Afrika,Geschäftskunde,,,11,23,Privatkunde
659,Europa,Privatkunde,,,4,23,Privatkunde
660,Europa,Geschäftskunde,,,6,21,Geschäftskunde
661,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
662,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
663,Europa,Privatkunde,,,2,23,Privatkunde
664,Asien,Geschäftskunde,,,13,23,Privatkunde
665,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
666,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
667,Europa,Geschäftskunde,,,1,21,Geschäftskunde
668,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
669,Asien,Geschäftskunde,,,13,22,Geschäftskunde
670,Asien,Geschäftskunde,,,12,23,Privatkunde
671,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
672,Asien,Geschäftskunde,,,12,22,Geschäftskunde
673,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
674,Europa,Privatkunde,,,6,23,Privatkunde
675,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
676,Europa,Privatkunde,,,3,23,Privatkunde
677,Europa,Geschäftskunde,,,3,21,Geschäftskunde
678,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
679,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
680,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
681,Europa,Geschäftskunde,,,2,22,Geschäftskunde
682,Europa,Privatkunde,,,1,23,Privatkunde
683,Europa,Geschäftskunde,,,6,21,Geschäftskunde
684,Europa,Geschäftskunde,,,5,21,Geschäftskunde
685,Europa,Privatkunde,,,1,23,Privatkunde
686,Europa,Geschäftskunde,,,4,21,Geschäftskunde
687,Europa,Geschäftskunde,,,3,22,Geschäftskunde
688,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
689,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
690,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
691,Afrika,Geschäftskunde,,,11,23,Privatkunde
692,Europa,Geschäftskunde,,,2,21,Geschäftskunde
693,Europa,Privatkunde,,,4,23,Privatkunde
694,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
695,Asien,Geschäftskunde,,,12,21,Geschäftskunde
696,Europa,Geschäftskunde,,,5,22,Geschäftskunde
697,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
698,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
699,Europa,Privatkunde,,,3,23,Privatkunde
700,Asien,Geschäftskunde,,,13,22,Geschäftskunde
701,Europa,Geschäftskunde,,,3,22,Geschäftskunde
702,Europa,Privatkunde,,,2,23,Privatkunde
703,Europa,Geschäftskunde,,,4,22,Geschäftskunde
704,Lateinamerika,Geschäftskunde,,,10,22,Geschäftskunde
705,Europa,Geschäftskunde,,,6,22,Geschäftskunde
706,Asien,Geschäftskunde,,,12,23,Privatkunde
707,Afrika,Geschäftskunde,,,11,23,Privatkunde
708,Asien,Geschäftskunde,,,12,23,Privatkunde
709,Europa,Geschäftskunde,,,1,22,Geschäftskunde
710,Europa,Geschäftskunde,,,1,21,Geschäftskunde
711,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
712,Europa,Privatkunde,,,5,23,Privatkunde
713,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
714,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
715,Asien,Geschäftskunde,,,12,21,Geschäftskunde
716,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
717,Asien,Geschäftskunde,,,13,23,Privatkunde
718,Nordamerika,Geschäftskunde,,,7,22,Geschäftskunde
719,Asien,Geschäftskunde,,,13,23,Privatkunde
720,Asien,Geschäftskunde,,,13,22,Geschäftskunde
721,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
722,Europa,Geschäftskunde,,,5,22,Geschäftskunde
723,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
724,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
725,Europa,Geschäftskunde,,,5,22,Geschäftskunde
726,Asien,Geschäftskunde,,,13,21,Geschäftskunde
727,Nordamerika,Geschäftskunde,,,8,22,Geschäftskunde
728,Asien,Geschäftskunde,,,13,23,Privatkunde
729,Asien,Geschäftskunde,,,12,22,Geschäftskunde
730,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
731,Europa,Privatkunde,,,4,23,Privatkunde
732,Europa,Privatkunde,,,3,23,Privatkunde
733,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
734,Asien,Geschäftskunde,,,13,21,Geschäftskunde
735,Nordamerika,Geschäftskunde,,,8,21,Geschäftskunde
736,Europa,Privatkunde,,,3,23,Privatkunde
737,Europa,Privatkunde,,,5,23,Privatkunde
738,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
739,Lateinamerika,Geschäftskunde,,,10,21,Geschäftskunde
740,Europa,Privatkunde,,,2,23,Privatkunde
741,Europa,Geschäftskunde,,,5,22,Geschäftskunde
742,Europa,Geschäftskunde,,,4,22,Geschäftskunde
743,Asien,Geschäftskunde,,,13,23,Privatkunde
744,Asien,Geschäftskunde,,,13,23,Privatkunde
745,Europa,Geschäftskunde,,,3,22,Geschäftskunde
746,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
747,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
748,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
749,Europa,Geschäftskunde,,,4,21,Geschäftskunde
750,Europa,Geschäftskunde,,,3,22,Geschäftskunde
751,Europa,Geschäftskunde,,,4,21,Geschäftskunde
752,Europa,Geschäftskunde,,,1,22,Geschäftskunde
753,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
754,Europa,Geschäftskunde,,,5,22,Geschäftskunde
755,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
756,Asien,Geschäftskunde,,,12,21,Geschäftskunde
757,Lateinamerika,Geschäftskunde,,,10,23,Privatkunde
758,Europa,Geschäftskunde,,,2,21,Geschäftskunde
759,Europa,Geschäftskunde,,,3,21,Geschäftskunde
760,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
761,Europa,Geschäftskunde,,,5,21,Geschäftskunde
762,Nordamerika,Geschäftskunde,,,7,23,Privatkunde
763,Afrika,Geschäftskunde,,,11,22,Geschäftskunde
764,Europa,Privatkunde,,,4,23,Privatkunde
765,Europa,Geschäftskunde,,,2,21,Geschäftskunde
766,Europa,Privatkunde,,,3,23,Privatkunde
767,Europa,Geschäftskunde,,,6,21,Geschäftskunde
768,Europa,Privatkunde,,,5,23,Privatkunde
769,Europa,Geschäftskunde,,,2,22,Geschäftskunde
770,Europa,Geschäftskunde,,,1,22,Geschäftskunde
771,Nordamerika,Geschäftskunde,,,7,21,Geschäftskunde
772,Europa,Privatkunde,,,5,23,Privatkunde
773,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
774,Nordamerika,Geschäftskunde,,,8,23,Privatkunde
775,Asien,Geschäftskunde,,,13,22,Geschäftskunde
776,Europa,Privatkunde,,,5,23,Privatkunde
777,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
778,Europa,Geschäftskunde,,,5,22,Geschäftskunde
779,Asien,Geschäftskunde,,,12,22,Geschäftskunde
780,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
781,Europa,Geschäftskunde,,,1,21,Geschäftskunde
782,Europa,Geschäftskunde,,,5,22,Geschäftskunde
783,Nordamerika,Geschäftskunde,,,9,22,Geschäftskunde
784,Europa,Privatkunde,,,3,23,Privatkunde
785,Europa,Geschäftskunde,,,6,22,Geschäftskunde
786,Europa,Privatkunde,,,4,23,Privatkunde
787,Europa,Geschäftskunde,,,5,21,Geschäftskunde
788,Nordamerika,Geschäftskunde,,,9,21,Geschäftskunde
789,Europa,Geschäftskunde,,,1,22,Geschäftskunde
790,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
791,Nordamerika,Geschäftskunde,,,9,23,Privatkunde
792,Afrika,Geschäftskunde,,,11,21,Geschäftskunde
793,Europa,Geschäftskunde,,,1,21,Geschäftskunde
794,Asien,Geschäftskunde,,,12,21,Geschäftskunde
795,Europa,Geschäftskunde,,,4,21,Geschäftskunde
796,Asien,Geschäftskunde,,,13,22,Geschäftskunde
797,Europa,Geschäftskunde,,,2,21,Geschäftskunde
798,Asien,Geschäftskunde,,,12,21,Geschäftskunde
799,Asien,Geschäftskunde,,,13,21,Geschäftskunde
800,Europa,Geschäftskunde,,,6,21,Geschäftskunde
